,Unnamed: 0,Unnamed: 0.1,name,CIN,NIC,amount
352,1591,1591,Milliman India Private Limited,U74140DL2005PTC141854,,1600000
353,1251,1251,Johnson Controls (India) Private Limited,U33130MH1995PTC111247,,1600000
354,20,20,Abco India Private Limited,,,1600000
355,1544,1544,Medi Assist Insurance Tpa Private Limited,,,1600000
356,692,692,East India Securities Ltd,U67120WB1995PLC072026,,1600000
357,1300,1300,Kapil Chits (Hyderabad) Private Limited,U65992TG2008PTC060803,,1600000
358,1305,1305,Kashi Vishwanath Textile Mill Private Limited,U51311DL1996PTC079814,,1600000
359,587,587,Dbxento Systems Private Limited,U74140PN2007PTC130204,,1600000
360,1204,1204,Jacobi Carbons India Private Limited,U74999TZ2008FTC014830,,1600000
361,325,325,Basant Projects Limited,U74899DL1996PLC078373,,1500000
362,2493,2493,Syntel Solutions (India) Private Limited,U72900PN2010FTC137168,,1500000
363,164,164,Angel Commodities Broking Pvt Ltd,U67120MH1996PTC100872,,1500000
364,1279,1279,K.S. Overseas Private Limited,U15122HR2013PTC048824,,1500000
365,696,696,Ebell Fashions Private Limited,U25191WB1997PTC084787,,1500000
366,1565,1565,Meso Private Limited,U15140MH1992PTC068508,,1500000
367,313,313,Bang Equity Broking Private Limited,U64491MH1997PTC110690,,1500000
368,134,134,Amba Township Private Limited,U45201GJ2005PTC045682,,1500000
369,45,45,Adam Fabriwerk Private Limited,U24231MH1982PTC027517,,1500000
370,883,883,Ghaziabad Precision Products Private Limited,U74899DL1988PTC033153,,1500000
371,1664,1664,Mystique Realty Private Limited,U70100MH2006PTC159006,,1500000
372,1725,1725,Nexteer Automotive India Private Limited,U35990KA2008PTC045400,,1500000
373,387,387,Bmw India Leasing Private Limited,U65100HR2012FTC047889,,1500000
374,2265,2265,Shakti Polyweave Private Limited,U17110GJ1997PTC033436,,1500000
375,1153,1153,Ingenico International India Private Limited,U51909DL2008PTC180651,,1500000
376,1099,1099,Ikm Investors Private Limited,U74899HR1995PTC041680,,1500000
377,1622,1622,Momentive Performance Materials (India) Private Limited,U24299KA1995PTC019244,,1500000
378,1386,1386,Kushal Tradelink Limited,L51909GJ2000PLC037472,,1500000
379,2186,2186,Sanden Vikas (India) Private Limited,U45202DL1982PTC014381,,1500000
380,1202,1202,J. Ray Mcdermott Engineering Services Private Limited,U72200TN2006FTC059871,,1500000
381,1609,1609,Mitsui And Co India Private Limited,U51909DL2003PTC119563,,1500000
382,874,874,Genuine Stock Brokers Private Limited,U67120UP1996PTC044971,,1500000
383,2740,2740,Virinchi Limited,L72200TG1990PLC011104,,1400000
384,255,255,Autonomy Software Asia Private Limited,U72200KA2000PTC026561,,1400000
385,199,199,Aries Organics Private Limited,U24117GJ1995PTC024832,,1400000
386,216,216,Aryan Exporters Private Limited,U19131DL1975PTC241288,,1400000
387,1627,1627,Moody International (India) Private Limited,U74999DL2001PTC278924,,1400000
388,2496,2496,T P Roy Chowdhury & Co Private Limited,U51109WB1956PTC023162,,1400000
389,2431,2431,Subhash Chemical Industries Private Limited,U24100PN2011PTC138977,,1400000
390,2761,2761,Wallem Shipmanagement (India) Private Limited,U63090MH1984PTC032692,,1400000
391,2411,2411,Stahl India Private Limited,U24117TN1998PTC039811,,1400000
392,1398,1398,Lakhani Dyestuffs Private Limited,U24114MH1994PTC079809,,1400000
393,1698,1698,Navjivan Roller Flour And Pulse Mills Private Limited,U27310GJ1946PTC000218,,1400000
394,1050,1050,Hm Mercantiles Private Limited,U74210OR2014PTC017805,,1400000
395,290,290,Bageecha Glades Private Limited,U01122MH1997PTC108283,,1400000
396,204,204,Armstrong World Industries (India) Private Limited,U28920MH1999PTC119104,,1400000
397,2248,2248,Seaview Developers Private Limited,U70101MH2005PTC281178,,1400000
398,2287,2287,Shivshakti Agro ( India ) Limited,U01210BR1990PLC003796,,1400000
399,2337,2337,Sj Contracts Private Limited,U45200PN2008PTC132056,,1400000
400,2079,2079,Renew Wind Energy (Ap 3) Private Limited,U40101DL2013PTC253692,,1400000
401,2552,2552,Thakorlal Hiralal Exports Private Limited,U51900MH1963PTC119684,,1400000
402,581,581,Darshanam Life Space Private Limited,U45201GJ2009PTC057489,,1400000
403,2011,2011,Radha Soami Food Products Private Limited,U15311RJ1995PTC009786,,1400000
404,2105,2105,Rivaa Exports Limited,U17111GJ2001PLC039239,,1400000
405,2611,2611,Travancore Rubber And Tea Co Ltd,U15491KL1944PLC001201,,1400000
406,252,252,Auto Ignition Limited,U34300DL1971PLC207710,,1300000
407,1944,1944,Pramol Traders Holdings Private Limited,U67120GJ2006PTC047601,,1300000
408,1778,1778,Nxp India Private Limited,U72900KA2004PTC101034,,1300000
409,1945,1945,Prasad Gwk Cooltech Private Limited,U29190GJ1998PTC033558,,1300000
410,722,722,Elliott Ebara Turbomachinery India Private Limited,U74900KA2009FTC050649,,1300000
411,114,114,Allen Diesels India Private Limited,U29220DL2011PTC213223,,1300000
412,1143,1143,Industrial Metal Powders (India) Private Limited,U28920PN2006PTC128904,,1300000
413,2018,2018,Rage Frameworks India Private Limited,,,1300000
414,2376,2376,Spectrum Johnson Tiles Private Limited,U26933GJ2006PTC049055,,1300000
415,1329,1329,Khyati Chemicals Pvt Ltd,U24231GJ1994PTC022598,,1300000
416,1064,1064,Husco Hydraulics Private Limited,U40101PN2006PTC133619,,1300000
417,2306,2306,Shrinath Rotopack Private Limited,U25209TG2006PTC050109,,1300000
418,17,17,Aavas Financiers Limited,,,1300000
419,356,356,Bharat Cereals Private Limited,U15312HR2009PTC039550,,1300000
420,1696,1696,Navigant Bpm (India) Private Limited,U74999KL2004PTC016993,,1300000
421,161,161,Andrew Telecommunications India Private Limited,U32204GA1997PTC002452,,1300000
422,518,518,Coface India Credit Management Services Private Limited,U74140MH2001FTC130702,,1300000
423,1445,1445,M & B Engineering Limited,,,1300000
424,6,6,A L M Industries Limited,U19111DL1996PLC129067,,1300000
425,1163,1163,Insight Business Machines Private Limited,U30000MH1996PTC096148,,1300000
426,894,894,Global Advertisement Services Private Limited,U74999PN2010PTC135492,,1300000
427,1426,1426,Lister Technologies Private Limited,U72200TN2000PTC045064,72.0,1300000
428,1979,1979,Property Ventures (India) Private Limited,U45200RJ2000PTC034234,,1300000
429,167,167,Anibrain Digital Technologies Private Limited,U92100MH2006PTC159559,,1200000
430,1407,1407,Lalithaa Jewellery Mart Private Limited,U36911TN1985PTC012417,,1200000
431,2385,2385,Src Projects Private Limited,U45202TZ2002PTC010130,,1200000
432,623,623,Dhanki Securities Private Limited,U67120MH1997PTC111852,,1200000
433,687,687,E-Procurement Technologies Limited,U72200GJ2006PLC048011,,1200000
434,1724,1724,Newsmen Associates Ltd,U91200TN1973PLC006328,,1200000
435,866,866,Gavs Technologies Private Limited,U72200TN2007PTC062974,,1200000
436,785,785,Family Health Plan Insurance Tpa Limited,,,1200000
437,726,726,Emdee Digitronics Private Limited,U72900WB2004PTC097935,,1200000
438,522,522,Commtel Networks Private Limited,U32201MH1998PTC116062,,1200000
439,2435,2435,Sudarshan Fiscal Services Pvt Ltd,U65144MH1991PTC062463,,1200000
440,1234,1234,Jehan Numa Palace Hotel Pvt Ltd,U55101MP1972PTC001137,,1200000
441,1813,1813,Orient Technologies Private Limited,U64200MH1997PTC109219,,1200000
442,1865,1865,Payal Properties Private Limited,U45201GJ1991PTC016318,,1200000
443,196,196,Arcum Engineering Pvt Ltd,U51505WB1987PTC043521,,1200000
444,2324,2324,Siemens Industry Software (India) Private Limited,U12500DL1998PTC094315,,1200000
445,553,553,Croda India Company Private Limited,U24100MH1995PTC117141,,1200000
446,2645,2645,Ultra International Limited,U74899DL1978PLC008854,,1200000
447,1891,1891,Pershing India Operational Services Private Limited,U72900TN2012FTC086312,,1200000
448,2578,2578,The Upper India Couper Paper Mills Company Private Limited,U21019GJ1901PTC063258,,1200000
449,510,510,Client Network Services India Private Limited,U72200TN2003FTC055285,,1200000
450,2083,2083,Renew Wind Energy (Rajasthan One) Private Limited,U40300DL2013PTC260699,,1200000
451,2025,2025,Rainbow Children'S Medicare Private Limited,,,1100000
452,1929,1929,Poona Shims Pvt Ltd,U29302PN1981PTC024033,,1100000
453,1720,1720,New Era India Consultancy Private Limited,U95000DL2000PTC108028,,1100000
454,1992,1992,Putzmeister Concrete Machines Private Limited,U29120GA2005PTC004057,,1100000
455,1642,1642,Mrc Transolutions Private Limited,U63040MH1985PTC038116,,1100000
456,2156,2156,Safex Chemicals ( India) Limited,U72411DL1991PLC042652,,1100000
457,1950,1950,Prasuna Vamsikrishna Spinning Mills Private Limited,U18101AP2004PTC042636,,1100000
458,1156,1156,Inland World Logistics Private Limited,U40300WB1982PTC034897,,1100000
459,758,758,Ess Kay Fincorp Private Limited,,,1100000
460,783,783,Fainger Leser Valves Pvt Ltd,U28993MH1987PTC044616,,1100000
461,2452,2452,Sundaram Packaging India Private Limited,U24134MP2007PTC019915,,1100000
462,759,759,Essen Multipack Limited,U25209GJ1994PLC022139,,1100000
463,64,64,Advent Envirocare Technology Pvt Ltd,U29197GJ1996PTC028765,,1100000
464,1903,1903,Picl (India) Private Limited,U74899DL1994PTC061471,,1100000
465,1458,1458,Macro Bars And Wires (India) Pvt Ltd,U27200MH1991PTC062752,,1100000
466,2101,2101,Rij Engineering Private Limited,U28939MH1990PTC059288,,1100000
467,911,911,Godrej Consoveyo Logistics Automation Limited,,,1100000
468,2329,2329,Sim Infosystems Private Limited,U72200TN2005PTC056518,,1100000
469,847,847,G.D.Birla Medical Research And Education  Foundation,,,1100000
470,1471,1471,Mag India Industrial Automation Systems Private Limited,U51504KA2006PTC041330,,1100000
471,1487,1487,Mahavir Coal Corporation Private Limited,U10200MH2009PTC194420,,1100000
472,2327,2327,Silver Touch Technologies Limited,U72200GJ1995PLC024465,,1100000
473,2322,2322,Sidharth Papers Private Limited,U21022DL1986PTC024268,,1100000
474,1566,1566,Messe Frankfurt Trade Fairs India Private Limited,U74999MH1998PTC114141,,1100000
475,1817,1817,Ostwal Phoschem (India) Limited,U26933RJ1989PLC032188,,1100000
476,2515,2515,Target Sourcing Services India Private Limited,U51109DL2007PTC168699,,1100000
477,2726,2726,Vimal Coal Private Limited,U23109GJ2002PTC040841,,1100000
478,2400,2400,Sri Narasu'S Coffee Company Private Limi Ted,,,1100000
479,1553,1553,Mehboob Production Private Limited,U92110MH1947PTC006085,,1100000
480,1294,1294,Kanchan India Limited,U17123RJ1996PLC012173,,1100000
481,314,314,Bang Securities Private Limited,U65990MH1994PTC084038,,1000000
482,583,583,Datavision Systems Private Limited,U74899DL1988PTC034203,,1000000
483,2630,2630,Tulip Diagnostics Private Limited,U85195GA1988PTC005717,,1000000
484,1441,1441,Lucy Electric India Private Limited,U31200MH1994PTC080208,,1000000
485,763,763,Etc Agro Processing (India) Private Limited,U51200MH2008PTC182460,,1000000
486,578,578,Danieli India Limited,U29130WB1996PLC081880,,1000000
487,2615,2615,Trident International Private Limited,U25119PN2000PTC014885,,1000000
488,272,272,Axa Parenterals Limited,U24232DL2005PLC148247,,1000000
489,326,326,Bateli Tea Co Ltd,L40100WB1919PLC003227,,1000000
490,1467,1467,Madison Incentives Management Private Limited,U74999TG2011FTC076578,,1000000
491,2823,2823,Zota Health Care Limited,U24231GJ2000PLC038352,,1000000
492,2283,2283,Shiv Agrevo Ltd,U01122RJ1995PLC011153,,1000000
493,32,32,Ace Hardware Private Limited,U74899DL1983PTC016052,,1000000
494,2592,2592,Tokai Imperial Rubber India Private Limited,U25191DL2005PTC142682,,1000000
495,2000,2000,Quinnox Consultancy Services Limited,U72200MH1996PLC096419,,1000000
496,681,681,Dynamic Techno Medicals Private Limited,U33115KL1988PTC004982,,1000000
497,382,382,Bluechip Insurance Broking Private Limited,U66010MH2006PTC161904,,1000000
498,379,379,Blubay Technologies Private Limited,U29191GJ2000PTC039076,,1000000
499,2139,2139,S & Ib Services Private Limited,,,1000000
500,2290,2290,Shradha Infraprojects (Nagpur) Limited,U45200MH1997PLC110971,,1000000
501,1542,1542,Med-El India Private Limited,U33112DL2006FTC155131,,1000000
502,2381,2381,Spinco Biotech Private Limited,U24294TN1991PTC021876,,1000000
503,1586,1586,Mil Industries Limited,L25199TN1966PLC005397,25.0,1000000
504,1319,1319,Kewaunee Labway India Private Limited,U33125KA2000PTC028202,,1000000
505,2124,2124,Rowenta Networks Private Limited,U29309GJ1988PTC011523,,1000000
506,1519,1519,Marco Private Limited,U65990GJ1999PTC035882,,1000000
507,872,872,General Mills India Private Limited,U15510MH1995PTC094741,,1000000
508,541,541,Cosmo Electro Industries Private Limited,U31909MH2004PTC148787,,1000000
509,828,828,Fortuna Engineering Private Limited,U29220MH1989PTC053624,,1000000
510,165,165,Angel Fincap Private Limited,U67120MH1996PTC245680,,1000000
511,2497,2497,T S Roadways Pvt Ltd,U60231WB1993PTC057853,,1000000
512,829,829,Fortune Intercontinental Private Limited,U31900PN1990PTC058951,31.0,1000000
513,120,120,Allstate Solutions Private Limited,U74900KA2012FTC064201,,1000000
514,2257,2257,Sequence Design (India) Private Limited,U72900DL2003PTC120777,72.0,1000000
515,1820,1820,Ozone Metallics Private Limited,U28112DL2013PTC248166,,1000000
516,1956,1956,Premas Biotech Private Limited,U24232HR2005PTC035932,,1000000
517,446,446,Catapharma Chemicals Private Limited,U24110MH1989PTC051439,,1000000
518,545,545,Creative Infocity Limited,U45201GJ2000PLC038035,45.0,1000000
519,903,903,Globelink Ww India Private Limited,U63090MH1999PTC123123,,1000000
520,2464,2464,Suprabha Protective Products Pvt Ltd,U29199PN1987PTC044378,,1000000
521,1048,1048,Hitech Corporation Limited,,,1000000
522,86,86,Ahmedabad Strips Private Limited,U27100GJ1997PTC032714,,1000000
523,981,981,Hapag-Lloyd India Private Limited,U93090MH2006PTC164132,,1000000
524,1008,1008,Hella India Automotive Private Limited,U74899DL1980PTC011074,74.0,1000000
525,2484,2484,Sykes And Ray Equities (India ) Ltd,U67120MH1994PLC079199,,1000000
526,951,951,Groz Beckert Asia Private Limited,U29260CH1960PTC028083,,1000000
527,1977,1977,Prometric Testing Private Limited Tfr. From Delhi To Haryana,U74899HR1997PTC036038,,1000000
528,2495,2495,Systopic Laboratories Private Limited,U85110DL1982PTC014342,,1000000
529,1746,1746,Nlmk India Service Center Private Limited,U31101DL1992PTC282540,,1000000
530,948,948,Greenspan Agri-Tech Private Limited,U01113PN2003PTC018590,,900000
531,856,856,Galaxy Avenue Private Limited,U45201GJ2004PTC044255,,900000
532,706,706,Eden Real Estates Private Limited,U45200WB2006PTC111702,45.0,900000
533,1888,1888,Perfetti Van Melle India Private Limited,U51909HR1992PTC036116,,900000
534,2819,2819,Zeus Air Services Private Limited,U63010MH1988PTC046382,,900000
535,79,79,Agi Infra Limited,L45200PB2005PLC028466,,900000
536,2396,2396,Sri Gopikrishna Infrastructure Private Limited,U45400TG2007PTC055693,,900000
537,129,129,Altitude Investments Private Limited,U74140MH2003PTC141467,,900000
538,2614,2614,Tricon Infotech Private Limited,U72200KA1997PTC021771,,900000
539,1028,1028,Hi-Point Services (India) Private Limited,U29120MH1995PTC093081,,900000
540,1763,1763,Novex Poly Films Private Limited,U25200DD1999PTC004710,,900000
541,1838,1838,Pangea3 Legal Database Systems Private Limited,U72200MH2006PTC160867,,900000
542,1041,1041,Hindustan Syringes And Medical Devices Limited,U74899DL1957PLC002834,,900000
543,1571,1571,Metalman Auto Private Limited,U34103PB2000PTC023231,,900000
544,142,142,Ambuja Intermediates Private Limited,U24231GJ1988PTC011091,,900000
545,1588,1588,Milk Food Aids Private Limited,U15499RJ1984PTC002945,,900000
546,2151,2151,Saba Software India Private Limited,U72200MH1999PTC117948,,900000
547,1127,1127,Indian Syntans Investments Private Limited,U24121TN1984PTC010916,,900000
548,2278,2278,Sheel Chand Agroils Private Limited,U15142UP1994PTC016109,,900000
549,1117,1117,India Pesticides Limited.,U24112UP1984PLC006894,,900000
550,2082,2082,Renew Wind Energy (Rajasthan 3) Private Limited,U40300DL2013PTC260571,,900000
551,1976,1976,Progility Technologies Private Limited,U31908MH2007FTC166937,,900000
552,1879,1879,Pennar Engineered Building Systems Limited,U45400AP2008PLC057182,,900000
553,870,870,General Industrial Controls Pvt Ltd,U31200MH1974PTC017615,,900000
554,2706,2706,Vem Technologies Private Limited,U29300TG1993PTC016474,,900000
555,1624,1624,Monginis Foods Private Limited,U15140MH1989PTC052026,,900000
556,1691,1691,National Projects Construction Corporation Limited,U45202DL1957GOI002752,45.0,900000
557,2612,2612,Tribal Fusion R&D; Private Limited,U72200DL2005PTC140087,,900000
558,1479,1479,Magus Marketing Pvt Ltd,U51909WB1988PTC045097,51.0,900000
559,206,206,Arofine Polymers Private Limited,U24222PN1989PTC138254,,900000
560,2711,2711,Versatile Enterprises Pvt Ltd,U74999PB1983PTC005394,,900000
561,1059,1059,Hsbc Professional Services (India) Private Limited,U65991MH2001PTC131677,,900000
562,2512,2512,Tamilnadu Urban Infrastructure Financial  Services Limited,,,900000
563,2547,2547,Termoplast Pollypacks Italy (India) Private Limited,U25202TN2007PTC062926,,900000
564,1340,1340,Kishan Lal Jewels Private Limited,U74899DL2000PTC109003,,900000
565,2605,2605,Tracks & Towers Infratech Private Limited (Part Ix),U45200TG2007PTC055302,,900000
566,310,310,Balaji Multiflex Private Limited,U25202GJ2001PTC040276,,900000
567,2689,2689,Vanita Agrochem (India) Private Limited,U24119PN2003PTC018212,,900000
568,725,725,Emco Goa Private Limited,U13209GA1965PTC000046,,900000
569,602,602,Deffree Engineering Private Limited,U02720TZ1995PTC005847,,800000
570,2077,2077,Renew Solar Energy (Tn) Private Limited,U40101DL2013PTC253478,,800000
571,2737,2737,Virchow Biotech Private Limited,U24210TG2001PTC036520,,800000
572,1520,1520,Maritime Services Private Limited,U63040MH1963PTC012685,,800000
573,2593,2593,Tokyo Plast International Ltd,L25209MH1992PLC069617,,800000
574,2168,2168,Sainsons Paper Industries Private Limite D,,,800000
575,1304,1304,Karun Carpets Private Limited,U74899DL1985PTC022696,74.0,800000
576,202,202,Armacell India Private Limited,U24293PN2005FTC131939,,800000
577,515,515,Cochin Blue Metal Industries Private Limited,U14200KL2008PTC022264,,800000
578,2012,2012,Radhamani Textiles Private Limited,U17120WB2008PTC122043,,800000
579,1110,1110,Ind-Finance And Securities Trust Private  Limited,,,800000
580,2281,2281,Shin Thermo Dynamic Engineering Private Limited,U74210TN2002PTC048426,,800000
581,2710,2710,Veridic Technologies Private Limited,U72200HR2013PTC049016,,800000
582,422,422,C P Milk And Food Products Private Limited,U15201UP2005PTC030477,,800000
583,869,869,Gemscab Industries Limited,U74899DL1994PLC062461,,800000
584,1084,1084,Idfc Infrastructure Finance Limited,,,800000
585,1613,1613,Mmc Infotech Services Private Limited,U72300TN1995PTC031589,,800000
586,531,531,Consero Solutions India Private Limited,U72300KA2006PTC038622,,800000
587,1073,1073,Iai Joinflex India Private Limited,U28939PN2007PTC130375,,800000
588,2618,2618,Trimurti Fabricators Private Limited,U45200MH1999PTC117853,,800000
589,1704,1704,Nedspice Processing India Private Limited,U15495KL1991PTC006191,,800000
590,727,727,Emerald Cars Private Limited,U50102GJ2006PTC049383,,800000
591,860,860,Ganga Fashions Private Limited,U18109GJ1994PTC021959,,800000
592,465,465,Cgi Information Systems And Management Consultants Private Limited,U72200KA1995PTC019138,,800000
593,2235,2235,Schott Glass India Private Limited,U26100MH1997PTC112295,,800000
594,2588,2588,Tirupati Medicare Limited,U24233DL2005PLC139667,,800000
595,1743,1743,Nirmal Industrial Controls Private Limited,U29120MH1999PTC122942,,800000
596,1548,1548,Mediaocean Asia Private Limited,U93000PN2012FTC144363,,800000
597,1463,1463,Madhucon Sugar And Power Industries Limited,U15427TG2002PLC039859,,800000
598,664,664,Ds Spiceco Private Limited,U15122DL2013PTC254373,15.0,800000
599,2185,2185,Sanand Properties Private Limited,U70101PN1997PTC111093,,700000
600,260,260,Avant Garde Re-Energy Private Limited,U40103WB1985PTC038515,,700000
601,2685,2685,Valuequest Investment Advisors Private Limited,U65991MH2010PTC198452,,700000
602,1370,1370,Krishna Tissues Private Limited,U21093WB2005PTC102564,,700000
603,2669,2669,Utstarcom India Telecom Private Limited,U64203DL2003PTC179329,,700000
604,1647,1647,Msys Tech India Private Limited,U72900TN2006PTC061888,,700000
605,2627,2627,Truesolutions Multiservices Private Limited,U15122UP2012PTC050415,,700000
606,2149,2149,S.M.I.L.E. Microfinance Limited,U67190TN1995PLC030604,,700000
607,1997,1997,Quantum Consumer Solutions Private Limited,U74130MH1990PTC058130,,700000
608,389,389,Bnp Paribas India Solutions Private Limited,U72200MH2005PTC151511,,700000
609,2008,2008,R.Stahl Private Limited,U29142TN1988PTC016338,,700000
610,1071,1071,I.M.S.I.(India) Private Ltd.,U74899UR1986PTC032749,,700000
611,1940,1940,Powermaster Engineers Private Limited,U29305MH1971PTC015118,,700000
612,1025,1025,Hexagon Capability Center India Private Limited,U72200TG1987PTC014464,,700000
613,1579,1579,Micro Pneumatics Private Limited,U32109MH2001PTC131472,,700000
614,1550,1550,Meenakshi Narayanan Investments Private Limited,U24112TN1974PTC006766,,700000
615,332,332,Beckhoff Automation Private Limited,U30007PN2007PTC130177,,700000
616,2808,2808,Yoshika Engineering Private Limited,U28939PN1982PTC026621,,700000
617,689,689,Eagleburgmann India Private Limited,U29299PN1973PTC030296,,700000
618,2626,2626,Trp Sealing Systems (India) Private Limited,U25190PN2007PTC131031,,700000
619,2467,2467,Supreme Treon Private Limited,,,700000
620,2304,2304,Shri Dutt India Private Limited,U51909WB2012PTC184651,,700000
621,668,668,Duli Trade & Commodities Private Limited,U51101MH1994PTC081163,,700000
622,9,9,A Raymond Fasteners India Private Limited,U24139PN2007PTC133150,,700000
623,1794,1794,Omax Cotspin Private Limited,U17115GJ2011PTC065651,,700000
624,2218,2218,Satyam Smelters Private Limited,U27109WB2004PTC099497,,700000
625,1521,1521,Markem - Imaje India Private Limited,U72100UP1997PTC028022,,700000
626,2252,2252,Securities Investment Management Private  Limited,,,600000
627,1991,1991,Pushpak Steel Industries Private Limited,U27101MH1992PTC064801,,600000
628,2078,2078,Renew Solar Power Private Limited,U40300DL2012PTC236953,40.0,600000
629,1830,1830,Pacoline Industries Private Limited,U29299PN2005PTC020383,,600000
630,1452,1452,M. V. Omni Projects (India) Limited,U45209GJ2002PLC040887,,600000
631,1583,1583,Microsoft Research Lab India Private Limited,U73100DL2004PTC129754,72.0,600000
632,1528,1528,Mastercard India Services Private Limited,U93000HR2012FTC047951,,600000
633,2297,2297,Shree Malani Foams Private Limited,U74999TG2007PTC054819,,600000
634,8,8,A P Refinery Private Limited,U15143PB2003PTC026245,,600000
635,2039,2039,Ramco Steels Private Limited,U74899DL1992PTC048248,,600000
636,1824,1824,P H Financial And Investment Consultants  Pvt Ltd,,,600000
637,2807,2807,Yokogawa Ia Technologies India Private Limited,U72200KA2006PTC040830,,600000
638,103,103,Akum Mercantile Company Private Limited,U99999MH1989PTC051381,,600000
639,1030,1030,Hibu India Private Limited,U72300KA2005PTC038031,,600000
640,1150,1150,Informatica Business Solutions Private Limited,U72200KA2003PTC031642,,600000
641,1413,1413,Leasemen Fin-Invest India Private Limited,U67120DL1994PTC063442,,600000
642,1103,1103,Il&Fs; Skills Development Corporation Limited,,,600000
643,589,589,Dci India Private Limited,U51500DL2006PTC152095,,600000
644,2747,2747,Vistra Itcl (India) Limited,,,600000
645,657,657,Dolphin Foods India Limited,U15499TG1984PLC004980,,600000
646,1162,1162,Insco Steels Private Limited,U45200MH1994PTC081233,,600000
647,1003,1003,Healthindia Insurance Tpa Services Private Limited,U67200MH1997PTC105960,,600000
648,984,984,Hardware Tools And Machinery Projects Private Limited,U45200GJ2005PTC047159,,600000
649,2606,2606,Tractors India Private Limited,U29150WB1995PTC072501,29.0,600000
650,1009,1009,Hella India Lighting Limited,U74899DL1959PLC003126,,600000
651,642,642,Diamond Metal Screens Private Limited,U27109KA1987PTC008572,,600000
652,1046,1046,Hirotec India Private Limited,U72200TZ2005PTC011837,,600000
653,2681,2681,Valens Molecules Private Limited,U24100TG1994PTC018680,,600000
654,709,709,Ehara Engineering Pvt Ltd,U29290MH1983PTC030294,,600000
655,744,744,Epic Alloy Steel Private Limited,U13209CT2003PTC016111,,500000
656,1320,1320,Keyaram Developers & Hotels Private Limited,U55101TN1975PTC006899,,500000
657,571,571,D. Navinchandra Gems Private Limited,U52393MH2000PTC129994,,500000
658,2583,2583,Ti Financial Holdings Limited,L65100TN1949PLC002905,,500000
659,1312,1312,Kemin Industries South Asia Private Limited,U93090TN1998PTC040600,,500000
660,30,30,Accurate Industrial Controls Private Limited,U31200PN2001PTC016040,,500000
661,1353,1353,Komatsu India Private Limited,U29244TN2005PTC058357,29.0,500000
662,715,715,Electrolab (India) Private Limited,U33110MH2002PTC136735,,500000
663,1430,1430,Lombardini India Private Limited,U74110MH2001PTC131781,,500000
664,1859,1859,Pashupati Capital Services Private Limited,U67120WB1999PTC162980,,500000
665,2302,2302,Shri Balaji Buildmate Private Limited,U45203HR2012PTC046295,,500000
666,1867,1867,Pc Solutions Private Limited,U74899DL1995PTC072980,,500000
667,1518,1518,Marco Infrastructure Holdings Private Limited,U45201GJ2007PTC065729,,500000
668,558,558,Crystal Quinone Pvt Ltd,U24110GJ1983PTC006262,,500000
669,1212,1212,Jainam Share Consultants Private Limited,U67120GJ2003PTC043162,,500000
670,768,768,Evalueserve Sez (Gurgaon) Private Limited,U45400DL2007PTC171508,45.0,500000
671,770,770,Everest Tannery Private Limited,U18201UP1993PTC015719,,500000
672,2549,2549,Tessitura Monti India Private Limited,U17111MH2001PTC130465,17.0,500000
673,360,360,Bharat Resins Private Limited,U31200DD1993PTC001892,,500000
674,1883,1883,Pentair Water Treatment Private Limited,U29197GA1997PTC002373,,500000
675,399,399,Brilliant Bio Pharma Private Limited,U24100TG2010PTC067485,24.0,500000
676,1375,1375,Krystal Integrated Services Private Limited,U74920MH2000PTC129827,,500000
677,1788,1788,Oilex Enginers (India) Pvt Ltd,U45208MH1986PTC041362,,500000
678,2465,2465,Supreme (India) Impex Ltd,L51100GJ1995PLC026968,,500000
679,2340,2340,Skyline Foundations And Structures Private Limited,U70200KA2004PTC033980,,500000
680,2349,2349,Sodexo Facilities Management Services India Private Limited,U74140MH1997PTC107149,,500000
681,262,262,Avanti Institute Of Cardiology Pvt Ltd,U85100MH1993PTC074769,,500000
682,662,662,Dream Bake Private Limited,U15419WB1998PTC088239,,500000
683,450,450,Ceb India Private Limited,U74140HR2004PTC035324,,500000
684,2701,2701,Veeda Clinical Research Private Limited,U73100GJ2004PTC044023,,500000
685,1095,1095,Iic Technologies Limited,U72200TG1994PLC017822,,500000
686,2597,2597,Total Cardio Vascular Solutions Private Limited,U85110GJ2006PTC047694,,500000
687,1926,1926,Pon Pure Chemical India Private Limited,U24111TN1998PTC040872,,500000
688,2271,2271,Shanthi Feeds Private Limited,U01222TZ2006PTC012707,,500000
689,1799,1799,Omr Bagla Automotive Systems India Limited,U31904PN2006PLC128851,,500000
690,2264,2264,Shakti Hormann Private Limited,U65110TG1988PTC009207,,500000
691,208,208,Ars Energy Private Limited,U40100TN1990PTC032178,,500000
692,2482,2482,Swiss Singapore India Private Limited,U51101GJ2013FTC086557,,500000
693,1488,1488,Maheshwari Mining Private Limited,U14294WB1994PTC062325,,500000
694,944,944,Green Power Sugars Limited,U15421PN2006PLC022248,,500000
695,2492,2492,Syntel Global Private Limited,U72900MH2004PTC144460,,400000
696,1906,1906,Pinky Ventures Private Limited,U74900MH1985PTC036984,74.0,400000
697,2292,2292,Shree Durga Syntex Private Limited,U17119GJ2003PTC041979,,400000
698,2513,2513,Tanla Solutions Limited,L72200TG1995PLC021262,,400000
699,87,87,Aica Laminates India Private Limited,U74120DL2011FTC248106,,400000
