,Unnamed: 0,name,CIN,NIC,amount
371,1256,Real Technical Solutions Private Limited,U74900MH2008PTC180911,,521448
372,1336,Sanmina-Sci India Private Limited,U30007TN2002PTC048391,,510034
373,1433,Spincotech Private Limited,U51507TN2002PTC048571,,500000
374,722,Intense Technologies Limited,L30007TG1990PLC011510,,500000
375,1575,Tieto It Services India Private Limited,U72200PN1994PTC137531,,500000
376,1214,Pudhari Publications Private Limited,U22121PN2004PTC019095,,500000
377,673,Iic Technologies Limited,U72200TG1994PLC017822,,500000
378,1308,Saama Technologies (India) Private Limited,U72200PN1999PTC139628,,500000
379,1432,Spinco Biotech Private Limited,U24294TN1991PTC021876,,500000
380,887,Lgc Promochem India Private Limited,U24230KA1995PTC018443,,500000
381,63,Altitude Investments Private Limited,U74140MH2003PTC141467,,500000
382,1245,Rangoli Portfolio Private Limited,U67120HR2007PTC036613,,500000
383,43,Agson Global Private Limited,U51909DL1997PTC087560,,500000
384,368,Danieli Corus India Private Limited,U74140DL2007FTC170602,,500000
385,465,Evry India Private Limited,U72200KA2006PTC038899,,500000
386,1021,Mtl Instruments Private Limited,U33112TN1989PTC018507,,494960
387,216,Bhimrajka Impex Limited,U51900MH1990PLC056732,,486000
388,854,Kumar Organic Products Limited,U85110KA1991PLC012095,,483000
389,1281,Rohini Minerals Private Limited,U15209TG1999PTC032819,,480000
390,128,Arvindbhai Bechardas Jewellers Private Limited,U36911GJ2007PTC050113,,475211
391,902,Ludhiana Beverages Private Limited,U15549PB1994PTC014071,,468000
392,1183,Posh Chemicals Private Limited,U40102TG1994PTC018680,,450000
393,1634,Utstarcom India Telecom Private Limited,U64203DL2003PTC179329,,450000
394,116,Apurva Natvar Parikh & Co Private Limited,U63010MH1959PTC011380,,450000
395,963,Meenakshi Narayanan Investments Private Limited,U24112TN1974PTC006766,,450000
396,1283,Rohm And Haas (India) Private Limited,U24231MH1995PTC132718,,450000
397,921,Mahavir Die Casters Pvt. Ltd.,U29299HR1991PTC031331,,437000
398,222,Billroth Hospitals Limited,U85110TN1994PLC027417,,433000
399,1008,Mohan Overseas Private Limited,U74899DL1981PTC012014,,420000
400,1086,Nirmal Bang Securities Private Limited,U99999MH1997PTC110659,,420000
401,332,Colruyt It Consultancy India Private Limited,U72300TG2007PTC053130,,419800
402,1683,Vital Construction Private Limited,U45201DL2004PTC124321,45.0,415461
403,1373,Shree Agencies P. Ltd. (Transfrom From Culcutta To Rajasthan,U28992RJ1998PTC014834,,402884
404,202,Best It World (India) Private Limited,U30000MH1996PTC104553,,400000
405,1633,Utkarsh India Limited,,,400000
406,725,Interocean Shipping (India) Private Limited,U74899DL1974PTC007267,,400000
407,394,Diffusion Engineers Limited,U99999MH2000PLC124154,,393950
408,726,Intertek India Private Limited,U74220DL1997PTC202243,,373372
409,460,Essen Multipack Limited,U25209GJ1994PLC022139,,370200
410,881,Laxmi Publications Private Limited,U22219DL1994PTC063326,,350000
411,1363,Shalimar Paints Ltd,L24222WB1902PLC001540,20.0,347000
412,468,Exfo Electro-Optical Engineering India Private Limited,U72900PN2006PTC129263,,341939
413,1505,Synechron Technologies Private Limited,U72200PN2001PTC016029,,341782
414,1456,Stahl India Private Limited,U24117TN1998PTC039811,,337340
415,282,Carl Bechem Lubricants (India) Private Limited,U23201KA2003PTC032976,,324765
416,1397,Silver Touch Technologies Limited,U72200GJ1995PLC024465,,310529
417,1605,Tt Electronics Sensing And Control India  Private Limited,,,308875
418,1162,Phoenix Lamps Limited,L31500UP1991PLC012944,31.0,304895
419,914,Magnet Labs Private Limited,U51397DL1998PTC093307,51.0,300000
420,1122,Omr Bagla Automotive Systems India Limited,U31904PN2006PLC128851,,300000
421,311,Cht (India) Private Limited,U24297MH1996PTC149192,,300000
422,1154,Pc Solutions Private Limited,U74899DL1995PTC072980,,300000
423,188,Baramati Cattlefeeds Pvt Ltd,U01211MH1993PTC072806,,300000
424,31,Advanced Enzyme Technologies Limited,U24200MH1989PLC051018,24.0,300000
425,15,Accutest Research Laboratories India Private Limited,U24239MH2001PTC131153,,300000
426,818,Kewaunee Labway India Private Limited,U33125KA2000PTC028202,,299000
427,1164,Piccadily Holiday Resorts Limited,U70101DL1982PLC013108,,293928
428,1716,Zs Associates India Private Limited,U72200PN2004FTC020841,,284400
429,125,Arris Group India Private Limited,,,272500
430,1669,Vijay Tanks And Vessels Private Limited,U29132MH1969PTC014340,,255000
431,1096,Nosch Labs Private Limited,U24231TG2001PTC037086,,250000
432,249,Brijwasi Bullions And Jewellers Private Limited (Transfered From Up),U92199DL2002PTC148186,,241660
433,1235,Rajasthan Prime Steel Processing Center Private Limited,U05004DL2007PTC169044,,240376
434,1665,Versatile Enterprises Pvt Ltd,U74999PB1983PTC005394,,240300
435,503,Fossil India Private Limited,U18101KA2007PTC071705,,237702
436,1520,Talisma Corporation Private Limited,U72200KA2000PTC026639,,229600
437,441,Emerson Electric Company (India) Private  Limited,,,228000
438,1190,Powermaster Engineers Private Limited,U29305MH1971PTC015118,,227000
439,1636,Uvj Technologies Private Limited,U72200KL2003PTC016041,,214780
440,378,Deloitte Consulting India Private Limited,U72900TG2000PTC039976,,209546
441,470,Exl Service.Com(India) Private Limited,U72200DL1999PTC099888,,203750
442,421,Edelweiss Finance & Investments Limited,U67120AP1994PLC052372,66.0,200000
443,1691,Vulkan Technologies Private Limited,U29299PN2001PTC016233,,200000
444,1126,Oren Hydrocarbons Private Limited,U73100TN1990PTC019419,,200000
445,140,Astha Projects (India ) Private Limited,U45200TG1989PTC047103,,200000
446,1396,Silver Realties And Infrastructure Private Limited,U45203MP2005PTC017983,,199000
447,1312,Sac Engine Components Private Limited,U27104TN1991PTC021637,,194100
448,360,D P Jain And Co Infrastructure Private Limited,U45200MH2004PTC150149,,192270
449,1662,Ventura ( India ) Private Limited,U72200PN2004PTC019380,,192000
450,1009,Molex (India) Private Limited,U27109KA2001PTC028945,,187369
451,1671,Vijayawada Tollway Private Limited,U45203TG2008PTC058464,,184345
452,1178,Polyhydron Private Limited,U29120KA1989PTC010171,,180000
453,94,Ankur Scientific Energy Technologies Pvt  Ltd,,,171000
454,1559,The Ktm Jewellery Limited,U52393TZ2000PLC009431,,167325
455,337,Connectwell Industries Private Limited,U30000MH1997PTC105433,,164000
456,1274,Rm Education Solutions India Private Limited,U72200KL2003PTC015931,,163592
457,33,Advik Hi-Tech Private Limited,U29299PN1998PTC013028,,155721
458,1407,Smartchem Technologies Limited,U67120AP1987PLC039114,66.0,154220
459,189,Barbrik Project Limited,U70101CT2008PLC020626,,153500
460,886,Lg Soft India Private Limited,U85110KA1998PTC023521,,152813
461,641,Hnb Engineers Private Limited,U29299PN2005PTC020745,,151000
462,1476,Sugam Parivahan Private Limited,U60231WB1982PTC067973,,150000
463,1120,Omni Lens Pvt Ltd,U26109GJ1993PTC019963,,147666
464,323,Clifford Chance Business Services Private Limited,,,143460
465,1449,Sri Venkata Sivaparvathi Spinning Mills Private Limited,U17111AP2003PTC040926,,140000
466,616,Herrenknecht India Private Limited,U74900TN2007PTC070272,,130180
467,1713,York Print Private Limited,U21029ML2002PTC006726,,130000
468,1055,Natural Remedies Private Limited,U24232KA1998PTC023573,,122931
469,1084,Niraj Industries Private Limited,U74899DL1980PTC011063,,120000
470,331,Cognizant Global Services Private Limited,U72300KA1996PTC036154,63.0,119000
471,595,Gupshup Technology India Private Limited,U72100MH2005PTC150425,,115000
472,642,Honda Trading Corporation India Private Limited,U51909DL2005PTC135750,,109800
473,674,Il&Fs; Milestone Realty Advisors Private Limited,,,109147
474,1401,Skipperseil Limited,U31200DL1995PLC169397,31.0,109000
475,1367,Sharekhan Commodities Private Limited,U67120MH2000PTC127261,,106486
476,1719,Zylog Plastalloys Private Limited,U25209MH1984PTC033074,,102000
477,1402,Skyline Foundations And Structures Private Limited,U70200KA2004PTC033980,,100000
478,422,Edelweiss Finvest Private Limited,,,100000
479,1148,Parker Multi-Commodities (India) Private Limited,U67120GJ1995PTC024528,66.0,100000
480,1552,Thakur Savadekar And Company Private Limited,U16002PN1956PTC009886,,100000
481,1471,Strassenburg Pharmaceuticals Ltd.,U24233WB1985PLC039196,,100000
482,1205,Prince Swr Systems Private Limited,U25206MH1995PTC086960,,100000
483,454,Escapade Resorts Pvt Ltd,U55102KL1991PTC006000,,100000
484,1378,Shree Uttam Steel And Power Limited,U27310MH2006PLC165173,,100000
485,1708,Wuerth Elektronik India Private Limited,U72200KA2001PTC029349,,97673
486,1490,Sungard Solutions Software (India) Private Limited,U72200PN2007PTC130426,,88253
487,1276,Rmsi Private Limited,U74899DL1992PTC047149,,80000
488,1024,Mungi Engineers Private Limited,U28910MH2004PTC146663,,80000
489,1226,R.R.Thulasi Builders (India) Private Limited,U45201TZ2006PTC012574,,52000
490,339,Control Techniques India Private Limited,U30006TN1993PTC025830,30.0,38856
491,1181,Pooja Forge Limited,U27310DL1986PLC025557,,25000
492,277,Capita India Private Limited,U93090MH2006PTC166414,,21000
493,38,Agility Logistics Private Limited,U60230MH1998PTC112960,,16000
494,80,Amr Power Private Limited,U40101KA2004PTC034818,,15080
495,994,Mink Tradecom Private Limited,U51502GJ2000PTC038388,,15000
496,877,Lapp India Private Limited,U28999KA1996PTC020467,,15000
497,411,Dss Imagetech Private Limited,U33201DL1998PTC094932,,12200
498,124,Arjuna Natural Extracts Ltd,U24239KL1992PLC006670,,10000
499,1578,Tmf Holdings Limited,,,9177
500,27,Adhunik Infrastructures Private Limited,U45207WB1996PTC082399,,5580
501,1548,Tempel Precision Metal Products India Private Limited,U29299TN2005PTC057901,,5000
502,1150,Parveen Industries Pvt Ltd,U74999DL1960PTC003290,,2400
503,872,Lakshya Food (India) Limited,U15122DL2007PLC164418,,1030
504,847,Kpmg Global Delivery Center Private Limited,U74110KA2003PTC031646,,21
505,632,Hindustan Syringes And Medical Devices Limited,U74899DL1957PLC002834,,10
506,806,Karnataka Plastoo Industries Private Limited,U25200KA1971PTC002098,,2
507,1714,Zen Tradelink Private Limited,U67100GJ2005PTC045493,,1
508,253,Broadcom Communications Technologies Private Limited,U72900KA2004PTC033347,,1
509,901,Lucy Electric India Private Limited,U31200MH1994PTC080208,,0
510,190,Bas Engineering Private Limited,U72200DL1997PTC087067,,0
511,1423,Sony India Software Centre Private Limited,U72200KA2011PTC061471,,0
512,896,Lotus Wireless Technologies India Private Limited,U32202AP2003PTC041908,,0
513,114,Applabs Technologies Private Limited,U72200TN2001PTC102611,,0
514,922,Mahesh Edible Oil Industries Limited,U15143DL2000PLC116763,,0
515,429,Electro Pneumatics And Hydraulics (India) Pvt Ltd,U28932MH1983PTC030253,,0
516,1663,Venus Home Appliances Private Limited,U30007TN1995PTC030812,,0
517,1304,S M I Coated Products Private Limited,U74999MH2003PTC139869,,0
518,1280,Rohan Dyes And Intermediates Ltd,U24114MH1992PTC065834,,0
519,977,Metlloy Trading Services Private Limited,U51909DL2004PTC125629,,0
520,165,Ayushajay Construction Private Limited,U45201MP1995PTC009459,,0
521,825,Kiranmani Diamonds Private Limited,U36911MH2003PTC142557,,0
522,474,Eye Foundation Limited,U03311TZ1997PLC011249,,0
523,856,Kumaragiri Spinnerss Private Limited,U01711TZ2004PTC011237,,0
524,497,Fnf India Private Limited,,,0
525,1656,Vast Integrated Services Limited,U74999MH2001PLC243957,,0
526,824,Kiran Gems Private Limited,U36912MH2007PTC174133,36.0,0
527,819,Keystone Infra Private Limited,U45200TG2005PTC045334,,0
528,1700,West Bengal State Seed Corpn Ltd,U01122WB1980SGC033116,,0
529,1702,Western Drugs Limited,U24232RJ1989PLC004914,,0
530,586,Gujarat Polyfilms Private Limited,U17297GJ2004PTC044479,13.0,0
531,1355,Sealwel Corporation Private Limited,U40107TG2010PTC069113,,0
532,783,Jupiter Laminators Private Limited,U21022DL2003PTC119318,,0
533,732,Itares Shoes Private Limited,U19201TN2006PTC060594,,0
534,978,Metricstream Infotech (India) Private Limited,U72200KA2001PTC038330,,0
535,395,Digboi Carbon Private Limited,U23109AS2004PTC007590,,0
536,982,Microchip Technology (India) Private Limited,U72200KA2000PTC026229,,0
537,1448,Sri Nukala Rama Koteswara Rao Textiles Private Limited,U17115AP2001PTC037792,,0
538,288,Cello Writing Instruments And Containers  Private Limited,,,0
539,706,Indus Tmt Industries Limited,U27104KA2005PLC036259,,0
540,1224,R.K. Infracorp Private Limited,U45200AP2008PTC059199,,0
541,1225,R.M.Chemicals Pvt Ltd,U24241MP1995PTC009484,,0
542,1499,Svs Mookambika Constructions Private Limited,U45209AP2009PTC065382,,0
543,306,Chhattisgarh Rajya Van Vikas Nigam Limited,U01135CT2001SGC014669,,0
544,1170,Pjl Clothing (India) Private Limited,U51311MH1989PTC052420,,0
545,1161,Pharmazell (India) Private Limited,U24294TN1993PTC025852,,0
546,250,Brillio Technologies Private Limited,U22190KA1997FTC022250,,0
547,334,Computer Sciences Corporation Business Process Services India Private Limited,U67120TN1998PTC102451,,0
548,1121,Omnicom Media Group India Private Limited,U74300MH1973PTC016583,,0
549,1549,Teva Api India Private Limited,U74899DL2002PTC138679,,0
550,1248,Rasi Tex India Private Limited,U17111TN1996PTC056836,,0
551,343,Covidien Healthcare India Private Limited,U51397HR2002FTC040216,,0
552,284,Cbc Corporation (India) Private Limited,U51496MH2008FTC180663,,0
553,1073,Neogenetics Foods Private Limited,U15122KA2011PTC060677,,0
554,65,Amadeus Software Labs India Private Limited,U72200KA2012FTC062617,,0
555,1399,Sita Information Networking Computing (India) Private Limited,,,0
556,1071,Nehru Place Hotels And Real Estates Private Limited,U45201DL2006PTC145558,45.0,0
557,1070,Neeyamo Enterprise Solutions Private Limited,U72200TN2009PTC070707,,0
558,363,D.S.R. Infrastructure Private Limited,U45200TG2007PTC052586,,0
559,1270,Rishabh Constructions Private Limited,U45201RJ1984PTC003149,,0
560,1013,Moody International (India) Private Limited,U74999DL2001PTC278924,,0
561,1011,Monotech Systems Limited,U22219TN1999PLC042840,,0
562,369,Dar Al-Handasah Consultants (Shair & Partners) India Private Limited,U74200PN2007FTC130464,,0
563,375,Deepkiran Foods Private Limited,U15410GJ1998PTC034391,10.0,0
564,997,Misys Software Solutions (India) Private  Limited,,,0
565,1436,Sree Annapoorna Sree Gowrishankar Hotels  Private Limited,,,0
566,709,Industrial And Prudential Investment Company Limited,L65990MH1913PLC000374,65.0,0
