,Unnamed: 0,Unnamed: 0.1,name,CIN,NIC,amount
41,86,86,Advanced Micro Devices Pvt Ltd,U74909HR1978PTC009051,,18200000
42,910,910,Deutsche Investments India Private Limited,U65923MH2005PTC153486,,17800000
43,3577,3577,Synchrony International Services Private  Limited,,,17719115
44,2540,2540,Netapp India Private Limited,U72200KA2000PTC032301,,17385635
45,4066,4066,Yardi Software India Private Limited,U72900PN2004PTC019711,,16846406
46,800,800,Computer Age Management Services Private  Limited,,,16800000
47,3156,3156,Samsung India Electronics Private Limited,U31900DL1995PTC071387,31.0,16500000
48,1301,1301,Genpact India Private Limited,U73100DL2005PTC307363,,15700000
49,563,563,Bny Mellon International Operations (India) Private Limited,U72900PN2004FTC022163,,15612250
50,1770,1770,J B Boda Reinsurance Brokers Private Limited,U66010MH2002PTC138193,,15500000
51,2583,2583,Nomura Fixed Income Securities Private Limited,U65910MH2007PTC168237,,15431683
52,244,244,Aparna Constructions And Estates Private  Limited,,,15302377
53,3027,3027,Renault Nissan Technology & Business Centre India Private Limited,U50401TN2007PTC064840,50.0,15300000
54,1830,1830,Jivraj Tea Limited,U01130GJ1981PLC004892,,15000000
55,1587,1587,Hsbc Electronic Data Processing India Private Limited,,,14910293
56,3623,3623,Taqa Neyveli Power Company Private Limited,U40109TN1993PTC026223,,14900000
57,750,750,Cisco Systems Capital (India) Private Limited,U70200KA2004PTC034849,,14503607
58,722,722,Chimique (India) Limited,U02005HR2013PLC050150,,14400000
59,1838,1838,Johnson Lifts Private Limited,U27209TN1981PTC008718,,14260000
60,827,827,Credit Suisse Services (India) Private Limited,U93090PN2006PTC133169,,14192332
61,876,876,Dboi Global Services Private Limited,U72900MH2005PTC158278,72.0,14100000
62,1201,1201,Flextronics Technologies (India) Private  Limited,,,13800000
63,2285,2285,Mcafee Software (India) Private Limited,U72400KA2001FTC029764,,13203897
64,3797,3797,Tulsiani Builders And Textiles Private Limited,U45200MH1973PTC016236,,13000000
65,366,366,Autotech Industries (India) Privatelimited,U29309TN1997PTC039348,,12600000
66,2620,2620,Nvidia Graphics Private Limited,U32106KA2004PTC033880,,12555071
67,39,39,Accenture Solutions Private Limited,U72400MH1990PTC057492,,12546220
68,3,3,63 Moons Technologies Limited,,,12446000
69,2069,2069,L&T; Hydrocarbon Engineering Limited,,,12000000
70,1284,1284,Gawar Construction Limited.,U70109HR2008PLC037773,,12000000
71,3679,3679,Texas Instruments (India) Private Limited,U29110KA1985PTC007067,,11908154
72,3585,3585,Synopsys (India) Private Limited,U85110KA1995PTC017634,,11646746
73,1407,1407,Grt Jewellers (India) Private Limited,U27310TN1992PTC023070,,11600000
74,3804,3804,Tv18 Broadcast Limited,L74300DL2005PLC137214,74.0,11100000
75,3162,3162,Sandoz Private Limited,U24230MH1995PTC086989,,11100000
76,2946,2946,Rajasthan Global Securities Private Limited,U67120DL1995PTC072778,,11000000
77,2213,2213,Makson Industries Private Limited,U24240MP2003PTC035109,,11000000
78,1862,1862,Jyoti Ceramic Industries Private Limited,U99999MH1973PTC016635,,11000000
79,1668,1668,Indian Designs Exports Private Limited,U01810KA1995PTC018845,,10750000
80,2578,2578,Nj Indiainvest Private Limited,U67120GJ2000PTC037674,66.0,10525000
81,611,611,Buhler (India) Private Limited,U85110KA1991PTC011695,,10521492
82,1227,1227,Fosroc Chemicals (India) Private Limited,U02411KA1980PTC004053,,10515078
83,3163,3163,Sandur Power Company Private Limited,U85110KA1998PTC024355,,10500000
84,3403,3403,Sound Securities Private Limited,U65990MH2005PTC155304,,10500000
85,3178,3178,Sap Labs India Private Limited,U72200KA1995PTC018484,,10379272
86,2936,2936,Railtel Corporation Of India Limited,U64202DL2000GOI107905,,10300000
87,1116,1116,Esdee Paints Limited,U24222MH1979PLC021670,,10299000
88,2154,2154,M3 Investment Private Limited,U65993GJ2005PTC045417,,10100000
89,792,792,Colourtex Industries Private Limited,U24231GJ1989PTC012922,,10000500
90,4040,4040,Wharton Engineers And Developers Pvt Ltd,U74899DL1995PTC064055,,10000000
91,432,432,Banik Rubber Industries (India) Private Limited,U25190WB2011PTC166511,,10000000
92,3152,3152,Samarth Life Sciences Private Limited,U65990MH1997PTC105511,,10000000
93,1257,1257,Gagandeep Credit Capital Private Limited,U65990MH1993PTC073769,,10000000
94,1821,1821,Jewelex India Private Limited,U36910MH2004PTC148938,,9900000
95,2881,2881,Provimi Animal Nutrition India Private Limited,U24111KA1983PTC005213,,9843988
96,2584,2584,Nomura Services India Private Limited,U72200MH2004PTC147813,72.0,9831989
97,3423,3423,Spi Technologies India Private Limited,U22110PY1999PTC001459,,9800000
98,126,126,Aker Powergas Subsea Private Limited,U74990MH2010PTC210736,,9600000
99,1207,1207,Fluor Daniel India Private Limited,U74899DL1995PTC070677,,9416564
100,1197,1197,Fiserv India Private Limited,U72900DL2002PTC115630,,9348860
101,3934,3934,Vestas Wind Technology India Private Limited,U40101TN1996PTC036871,,9300000
102,2486,2486,Nanu Estates Private Limited,U70200GA2007PTC005509,,9292936
103,1048,1048,Elecon Engineering Company Limited,L29259GJ1960PLC001082,29.0,9112000
104,3275,3275,Sheel Chand Agroils Private Limited,U15142UP1994PTC016109,,9100000
105,1595,1595,Huawei Telecommunications (India) Company Private Limited,U64202HR2002FTC034937,,8950857
106,3357,3357,Sk Nasiruddin Biri Merchants Pvt Ltd,U29212WB1968PTC027273,,8938609
107,3202,3202,Satish Sugars Limited,U15421KA2000PLC026920,,8708954
108,470,470,Best Seller United India Private Limited,U74899DL1994PTC062385,74.0,8629880
109,2854,2854,Pricewaterhousecoopers Service Delivery Center (Kolkata) Private Limited,U72200WB2010PTC142115,,8550000
110,2215,2215,Malabar Jewels And Gems Private Limited,U51398KL2003PTC016082,,8370000
111,562,562,Bnp Paribas India Solutions Private Limited,U72200MH2005PTC151511,,8370000
112,422,422,Balaji Wafers Private Limited,U15400GJ1995PTC027555,,8359750
113,2409,2409,Momentive Performance Materials (India) Private Limited,U24299KA1995PTC019244,,8322065
114,556,556,Bmc Software India Private Limited,U72200PN2001PTC016290,,8290975
115,1606,1606,Hyva (India) Private Limited,U50100MH1996PTC102299,,8200000
116,4005,4005,W S Atkins (India) Private Limited,U72100KA1995PTC017491,,8199994
117,3731,3731,Timken Engineering And Research - India Private Limited,U74200KA1998PTC023894,,8100000
118,2559,2559,Nikon India Private Limited,U74999HR2007FTC036820,,8057520
119,3853,3853,Uppal-Chadha Hi-Tech Developers Private Limited,U45201DL2004PTC128784,,8000000
120,2200,2200,Mahima Fibres Private Limited,U17111MP1998PTC012885,,7914600
121,621,621,C.P.Aquaculture (India) Private Limited,U05001TN1994PTC029251,,7900000
122,851,851,D. E. Shaw India Private Limited,U72200TG1996PTC025388,,7885495
123,2797,2797,Poddar Tyres Limited,U25100MH1981PLC023895,25.0,7825000
124,3473,3473,Standard Fire Works Private Limited,U24292TN1977PTC007319,,7800000
125,1269,1269,Ganga Medical Centre And Hospitals Private Limited,U40108TZ1994PTC005600,,7800000
126,3769,3769,Tree Hill Estates Private Limited,U70102KA2006PTC040656,,7735000
127,1743,1743,Intertek India Private Limited,U74220DL1997PTC202243,,7700000
128,1149,1149,Eygbs (India) Private Limited,U74140KA2006PTC040620,,7673600
129,2904,2904,Qube Cinema Technologies Private Limited,,,7600000
130,1102,1102,Enviro Control Associates (India) Private Limited,U45202GJ2001PTC039311,,7600000
131,2693,2693,P L Raju Constructions Limited,U45200TG1994PLC017508,,7550000
132,214,214,Ankit Gems Private Limited,U36912MH2011PTC216778,36.0,7443333
133,2935,2935,Railtech Infraventure Private Limited,U29253DL2008PTC176289,,7405000
134,2740,2740,Passionate Investment Management Private  Limited,,,7400000
135,1586,1586,Hp India Sales Private Limited,,,7290000
136,2447,2447,Multimodal Storage Solutions Private Limited,U74999MH1955PTC009652,,7200000
137,3997,3997,Volkswagen India Private Limited,U70102PN2007FTC133117,,7150000
138,1839,1839,Johnson Matthey Chemicals India Private Limited,U24110MH2002FTC137100,,7110238
139,3408,3408,South India Corpn Private Limited,U51102TN1935PTC002652,,7100000
140,2704,2704,Padmini Vna Mechatronics Private Limited,U34300DL2005PTC139495,34.0,7000000
141,1843,1843,Jsk Industries Private Limited,U27100MH2005PTC156332,,7000000
142,1960,1960,Keihin Fie Private Limited,U74999PN1999PTC013837,,6869687
143,2371,2371,Minix Holdings Private Limited,U65990GJ1999PTC035944,,6800000
144,2990,2990,Ratan Housing Development Limited,U17117UP1998PLC023288,,6700000
145,684,684,Cerner Healthcare Solutions Private Limited,U72200KA2004PTC033701,,6671989
146,2331,2331,Metlife Global Operations Support Center  Private Limited,,,6643400
147,1205,1205,Flsmidth Private Limited,U26941TN2000PTC044765,23.0,6600000
148,954,954,Divi'S Laboratories Limited,,,6484000
149,392,392,B.L. Agro Industries Limited,,,6437264
150,3681,3681,Tfl Quinn India Private Limited,U18209TG1998PTC045836,,6380133
151,598,598,Broadridge Financial Solutions (India) Private Limited,U74999TG2007PTC052368,,6300000
152,1449,1449,H And M Hennes And Mauritz India Private Limited,U00265KA2005PTC069845,,6300000
153,2481,2481,Nalwa Steel And Power Limited,U74899DL1989PLC035212,,6231296
154,2245,2245,Mapsko Builders Private Limited,U45203DL2003PTC118590,,6200000
155,3366,3366,Sledgehammer Oil Tools Private Limited.,U74991DL2006PTC148561,,6200000
156,587,587,Bridgestone India Private Limited,U25111PN1996PTC147267,,6152000
157,1290,1290,Ge Oil & Gas India Private Limited,,,6100000
158,2437,2437,Msl Driveline Systems Limited,,,6100000
159,2214,2214,Malabar Gold Palace Private Limited,U52393KL2005PTC018265,,6100000
160,1913,1913,Kanam Latex Industries Pvt Ltd,U25199KL1974PTC002650,,6100000
161,1626,1626,Idupulapadu Cotton Mills Private Limited,U17111AP1994PTC018860,,6015000
162,2161,2161,Madhu Jayanti International Ltd,U15491WB1950PLC018768,,6000000
163,1729,1729,Intel Technology India Private Limited,U85110KA1997PTC021606,,6000000
164,3924,3924,Venky'S (India) Limited,,,6000000
165,139,139,Alf Engineering Private Limited,U28900MH2006PTC160179,,6000000
166,1926,1926,Kapoor Industries Limited.,U17210DL2012PLC232414,,5987538
167,3161,3161,Sandisk India Device Design Centre Private Limited,U72300KA2005PTC035961,,5978780
168,1118,1118,Essae -Teraoka Private Limited,U85110KA1986PTC007560,,5900000
169,2520,2520,Nbcc (India) Limited,,,5898000
170,2236,2236,Manhattan Associates (India) Development  Centre Pvt Ltd Isc,,,5822252
171,3231,3231,Sector 113 Gatevida Developers Private Limited,,,5806000
172,1644,1644,Impetus Infotech (India) Private Limited,U72100MP2000PTC014455,,5804000
173,1525,1525,Hi Tech Arai Private Limited,U29130TN1985PTC011572,,5800000
174,4068,4068,Yashoda Healthcare Services Privatelimited,U45200TG1993PTC016175,,5800000
175,856,856,Dabwali Transport Company Limited,U60231PB1943PLC003353,,5700000
176,3049,3049,Riviera Home Furnishings Private Limited,U74899DL1995PTC067065,,5700000
177,2638,2638,Oerlikon Balzers Coating India Private Limited,U28920MH1993PTC074820,,5700000
178,1085,1085,Enco Engineers Combine (Plant Ii) Private Limited,U29308DL2005PTC141740,,5645757
179,2338,2338,Metrohm India Limited,U29130TN1997PLC037666,,5620000
180,3305,3305,Shri Ambalika Sugar Private Limited,U15429PN2011PTC139507,,5600000
181,2573,2573,Nirman Shelters (Bangalore)Private Limited,U85110KA1995PTC017321,,5600000
182,328,328,Asirvad Micro Finance Private Limited,U65923TN2007PTC064550,65.0,5595173
183,1848,1848,Jsw Industrial Gases Private Limited,,,5582172
184,973,973,Doosan Power Systems India Private Limited,U31101DL2000PTC258626,,5547000
185,2401,2401,Moet Hennessy India Private Limited,U74899MH2001PTC214367,,5514695
186,1683,1683,Indo Autotech Ltd.,U34300HR2006PLC036369,,5503400
187,2701,2701,Pace Power Systems Private Limited,U31909KA2007PTC041949,,5500000
188,1670,1670,Indian Explosives Private Limited,U24292WB1999FTC089431,,5495000
189,2649,2649,Omega Renk Bearings Private Limited,U34300MP2000PTC014435,,5485771
190,3336,3336,Sigma Aldrich Chemicals Private Limited,U02411KA2003PTC031488,,5405280
191,718,718,Chevron Phillips Chemicals India Private Limited,U24100MH2009PTC190814,,5400000
192,3834,3834,Unifrax India Private Limited,U26993MH1983PTC205758,,5400000
193,749,749,Cisco Systems (India) Private Limited,U31909KA1995PTC019505,,5390000
194,1904,1904,Kalyan Silks Trichur Private Limited,U51311KL2001PTC014624,,5335378
195,1143,1143,Experis It Private Limited,U72900WB1997PTC085392,,5300000
196,987,987,Dst Worldwide Services India Privatelimited,U72200TG2000PTC034128,,5300000
197,3579,3579,Synechron Technologies Private Limited,U72200PN2001PTC016029,,5258000
198,2610,2610,Ntt Data Information Processing Services Private Limited,,,5237106
199,3877,3877,Vaisakhi Bio-Marine Private Limited,U05004AP2005PTC045716,,5230948
200,769,769,Cleartrail Technologies Private Limited,U31200DL2004PTC179210,,5215000
201,3105,3105,S H Kelkar And Company Limited,U74999MH1955PLC009593,74.0,5200000
202,16,16,Aakar Investment Private Limited,U67120MH1999PTC118964,66.0,5000000
203,1332,1332,Global Energy Private Limited,U40101GA1994PTC001663,,5000000
204,2025,2025,Koso India Private Limited,U31200MH2004PTC146735,,5000000
205,2051,2051,Ksk Mineral Resources Private Limited,U11101TG2006PTC050365,,5000000
206,579,579,Brahmaputra Carbon Limited,U23101AS1996PLC004751,,4907897
207,3033,3033,Reservation Data Maintainence (India) Private Limited,U74899DL1992PTC049530,,4873790
208,1249,1249,G.D. Pharmaceuticals Private Limited,U24231WB1955PTC022265,,4819258
209,1571,1571,Hma Agro Industries Limited,U74110UP2008PLC034977,,4800000
210,1894,1894,Kaleesuwari Refinery Private Limited,U15142TN1984PTC010763,,4800000
211,3938,3938,Vfs Global Services Private Limited,U75210MH2006FTC158812,75.0,4800000
212,213,213,Anjana Software Solutions Private Limited,U72300TN1999PTC043603,,4700000
213,3732,3732,Tinnelvelly Diocesan Trust Association,U93090TN1956GAP003009,,4700000
214,536,536,Birbhum Chemicals And Fertilisers Ltd.,U51109WB1991PLC053442,,4675439
215,3304,3304,Shreyas Morakhia And Famiily Assets Private Limited,U65910MH1995PTC085889,,4625000
216,1842,1842,Joyalukkas India Private Limited,U51398KL2002PTC015372,,4613000
217,4099,4099,Zylog Plastalloys Private Limited,U25209MH1984PTC033074,,4570000
218,533,533,Biochem Pharmaceutical Industries Limited Part Ix,U24230MH2004PLC149397,21.0,4544000
219,2907,2907,Quintiles Research (India) Private Limited,U73100GJ2002PTC074076,,4500000
220,2648,2648,Omega Healthcare Management Services Private Limited,U85110KA2003PTC032846,,4500000
221,4039,4039,Western Outdoor Interactive Private Limited,U72200MH1996PTC099074,,4500000
222,273,273,Ariba Technologies India Private Limited,U72900KA2000PTC027540,,4475898
223,2354,2354,Microsoft Research Lab India Private Limited,U73100DL2004PTC129754,72.0,4429016
224,3572,3572,Symantec Software India Private Limited,U74900MH1995FTC092611,,4387000
225,1705,1705,Infinera India Private Limited,U72900KA2002PTC030982,,4313600
226,141,141,Alkem Laboratories Limited,U00305MH1973PLC174201,0.0,4300000
227,274,274,Aricent Technologies Private Limited,U72200KA2005PTC035937,,4300000
228,3517,3517,Sukhbir Agro Energy Limited,U40101PB1999PLC023197,,4255000
229,2388,2388,Mixon Holdings Private Limited,U65990GJ1999PTC035945,,4200000
230,185,185,Amnet Systems Private Limited,U72300TN2000PTC045280,,4200000
231,1874,1874,K P Sanghvi International Private Limited,U51398MH1992PTC069038,,4200000
232,4073,4073,Ykk India Private Limited,U74899DL1995PTC072725,,4192987
233,3920,3920,Venco Research And Breeding Farm Private  Limited,,,4119600
234,2406,2406,Mold-Tek Packaging Limited,L21022TG1997PLC026542,,4110705
235,3400,3400,Sood And Sood Builders Private Limited,U74899DL1980PTC010915,,4100000
236,1206,1206,Fluentgrid Limited,U72200AP1998PLC030617,,4075638
237,1491,1491,Health Prime Services (India) Private Limited,U72900MH2003PTC142608,,4000001
238,1636,1636,Ikea Services India Private Limited,U74900DL2012FTC231580,,4000000
239,3394,3394,Sonai Engineering Private Limited,U29150PN1998PTC012746,,4000000
240,1181,1181,Ffv Services Private Limited,U74140DL2011PTC218945,,4000000
241,3372,3372,Smc Infrastructures Private Limited,U45200MH1982PTC027432,,4000000
242,693,693,Chand Fruit Company Private Limited,U01122PN1999PTC013907,,4000000
243,2874,2874,Prokarma Softech Private Limited,U72200TG2004PTC043074,,4000000
244,3146,3146,Salcomp Manufacturing India Private Limited,U30007TN2006PTC059330,,4000000
245,2428,2428,Motorola Mobility India Private Limited,U32204HR2009PTC039313,,3980967
246,2241,2241,Manish Packaging Private Limited,U25209GJ1997PTC031603,,3947000
247,2008,2008,Kluber Lubrication India Private Limited,U23201KA1999PTC035009,,3900000
248,2905,2905,Quest Global Engineering Private Limited,U72200KA2008PTC047200,,3861066
249,3999,3999,Volvo Group India Private Limited,,,3840000
250,2462,2462,My Healthskape Medicals Private Limited,U33100MH2003PTC139877,,3812450
251,3980,3980,Vishay Components India Private Limited,U32109PN1999PTC014320,,3800000
252,1593,1593,Htc Global Services (India) Private Limited,U72900TN2001PTC047862,,3800000
253,532,532,Bio-Med Private Limited,U85110UP1972PTC003542,,3797567
254,638,638,Canton Laboratories Private Limited,U24110GJ2005PTC045571,,3790900
255,2415,2415,MoodyS Analytics Knowledge Services (India) Private Limited,,,3762924
256,1499,1499,Hella India Automotive Private Limited,U74899DL1980PTC011074,74.0,3754058
257,682,682,Centurylink Technologies India Private Limited,U72200KA2003PTC032613,,3750000
258,4059,4059,Xilinx India Technology Services Private  Limited,,,3730230
259,542,542,Bitwise Solutions Private Limited,U72200PN1997PTC015155,,3725360
260,2901,2901,Quality Engineering And Software Technologies Private Limited,U72200KA1998PTC023481,,3675000
261,1209,1209,Fm Pbw Bearings Private Limited,U27101GJ2014PTC078162,,3650000
262,2336,2336,Metro Speciality Hospitals Private Limited,U85110DL2003PTC118254,,3623457
263,2516,2516,Navjivan Roller Flour And Pulse Mills Private Limited,U27310GJ1946PTC000218,,3601000
264,836,836,Crowe Boda And Company Private Limited,U74999MH1956PTC009727,,3600000
265,2604,2604,Ntc Logistics India Private Limited,,,3600000
266,194,194,Amrit Bottlers Pvt Ltd,U01132WB1983PTC035916,1.0,3600000
267,3571,3571,Symantec Software And Services India Private Limited,U72200TN2007PTC062278,,3600000
268,2326,2326,Metalman Auto Private Limited,U34103PB2000PTC023231,,3600000
269,1141,1141,Exl Service.Com(India) Private Limited,U72200DL1999PTC099888,,3600000
270,1245,1245,Future Gaming And Hotel Services Private  Limited,,,3600000
271,2159,2159,Macquarie Finance (India) Private Limited,U65999MH2009PTC190863,,3583719
272,729,729,Choksi Heraeus Private Limited,U36911RJ1988PTC004625,,3582373
273,3079,3079,Rothe Erde India Private Limited,U27109MH2006PTC161325,27.0,3569000
274,545,545,Black & Veatch Private Limited,U14102TN2007PTC063962,,3568225
275,1151,1151,Facilities And Building Solutions Private Limited,U74140KA2005PTC035529,,3556310
276,2123,2123,Link Intime India Private Limited,U67190MH1999PTC118368,,3539776
277,4052,4052,Wm Global Technology Services India Private Limited,U72200KA2011PTC059719,,3532000
278,1074,1074,Emids Technologies Private Limited,U85110KA1999PTC024738,,3530979
279,904,904,Den Satellite Network Private Limited,U74990MH2008PTC177440,,3521000
280,261,261,Apurva Natvar Parikh & Co Private Limited,U63010MH1959PTC011380,,3508500
281,2324,2324,Metacube Software Private Limited,U72200RJ2004PTC019247,,3502900
282,2332,2332,Metlloy Trading Services Private Limited,U51909DL2004PTC125629,,3500000
283,3597,3597,T-3 Energy Services India Private Limited,U40200PN2008FTC135459,40.0,3500000
284,615,615,C & M Digitals Private Limited,,,3500000
285,3487,3487,Statestreet Global Advisors India Private Limited,,,3500000
286,526,526,Bilakhia Holdings Private Limited,U67120GJ1992PTC017523,,3500000
287,121,121,Ajay Engi-Infrastructure Private Limited,U45209GJ2008PTC053066,,3500000
288,155,155,Altruist Technologies Private Limited,U72200HP2005PTC028970,,3440000
289,178,178,Amdipharm Mercury Services Private Limited,U74990MH1999FTC120396,,3426622
290,3758,3758,Tractors India Private Limited,U29150WB1995PTC072501,29.0,3406532
291,14,14,Aachi Masala Food'S Private Limited,,,3400000
292,279,279,Arise Industries And Agency Private Limited,U27310TZ2007PTC013519,,3400000
293,3606,3606,Taj Travels Private Limited,U63040PB1998PTC021519,,3400000
294,2890,2890,Puma Sports India Private Limited,U51909KA2005PTC037319,,3356950
295,3655,3655,Team Computers Private Limited,U74899DL1987PTC028384,,3325000
296,4061,4061,Xlhealth Corporation India Private Limited,U72200KA2007PTC043948,,3300000
297,3404,3404,Sourcehov India Private Limited,U72300TN1993PTC088604,,3300000
298,2096,2096,Lars Medicare Private Limited,U33112DL2005PTC142640,,3300000
299,3147,3147,Salesforce.Com India Private Limited,U72200KA2005PTC037330,,3300000
300,3113,3113,S.M.I.L.E. Microfinance Limited,U67190TN1995PLC030604,,3300000
301,2925,2925,Rabo India Finance Limited,U65929HR1998PLC037509,64.0,3299452
302,1654,1654,Indeca Sporting Goods Private Limited,U52398KA2006PTC039189,,3289201
303,3116,3116,Sabic Research And Technology Private Limited,U17119KA1998PTC080762,,3286080
304,132,132,Al-Hamd Agro Food Products Private Limited,U15116UP2003PTC027403,,3275031
305,3589,3589,T .R .I. Nutrients Private Limited,U15494DL2006PTC144770,,3260000
306,2150,2150,M K U Limited,U19202UP2001PLC026027,,3253612
307,2024,2024,Koshambh Multitred Pvt Ltd,U74999GJ1995PTC025198,,3253000
308,284,284,Arjuna Natural Extracts Ltd,U24239KL1992PLC006670,,3219100
309,1783,1783,Jacobs Engineering India Private Limited,U74210MH1969PTC014488,74.0,3210000
310,805,805,Condor Footwear (India ) Limited,U19129GJ1995PLC028221,,3200000
311,2524,2524,Nec Technologies India Private Limited,U74899DL2005PTC142239,,3200000
312,2196,2196,Mahesh Edible Oil Industries Limited,U15143DL2000PLC116763,,3200000
313,376,376,Avnet India Private Limited,U31909KA1998PTC034391,,3200000
314,1464,1464,Harbinger Systems Private Limited,U72200PN1997PTC112423,,3192034
315,1492,1492,Healthium Medtech Private Limited,,,3136963
316,1711,1711,Infocepts Technologies Private Limited,U72900MH2004PTC147168,,3136491
317,3197,3197,Sas Research And Development (India) Private Limited,U72200PN2000PTC015164,,3135500
318,1036,1036,Egon Zehnder Information And Research Services Private Limited,U74140DL2004PTC128289,,3134600
319,3289,3289,Shodhana Laboratories Limited,U24230TG2000PLC035348,,3116000
320,637,637,Canon India Private Limited,U74899DL1996PTC083770,,3112639
321,740,740,Cigniti Technologies Limited,L72200TG1998PLC030081,,3103780
322,1288,1288,Ge India Business Services Private Limited,U72900DL1999PTC102432,,3100652
323,2112,2112,Lexi Private Limited,U36991MH2001PTC131336,,3100000
324,3135,3135,Sail Refractory Company Limited,U14200TZ2011GOI017357,14.0,3100000
325,53,53,Acme Solar Technologies (Gujarat) Private Limited,U40105HR2009PTC038901,40.0,3100000
326,672,672,Centex International Private Limited,U18109DL2010PTC206616,,3045481
327,1190,1190,Finproject India Private Limited,U24139RJ2010FTC045383,,3034290
328,2965,2965,Ram Kripal Singh Construction Private Limited,U45200BR2003PTC010375,,3024993
329,3878,3878,Vaisakhi Bio-Resources Private Limited,U05004AP2001PTC036295,,3023988
330,2077,2077,Lakshadweep Development Corporation Limited,U05004LD1987GOI004937,,3023000
331,2618,2618,Nv Distilleries Private Limited,U74899DL1998PTC093790,,3011000
332,2047,2047,Krystal Integrated Services Private Limited,U74920MH2000PTC129827,,3000000
333,3964,3964,Vinod Kumar Shukla Constructions Pvt Ltd,U45203MP1996PTC010441,,3000000
334,2771,2771,Pharmazell (India) Private Limited,U24294TN1993PTC025852,,3000000
335,3929,3929,Verifone India Technology Private Limited,U72200KA2005PTC038023,,3000000
336,1558,1558,Hitachi Consulting Software Services India Private Limited,U72200TG1992PTC014347,,3000000
337,1451,1451,H C Commercial Ltd,U72300WB1970PLC027736,,3000000
338,1386,1386,Great Galleon Ventures Limited,,,3000000
339,3956,3956,Vimla Infrastructure (India) Private Limited,U03420CT2006PTC018582,,3000000
340,197,197,Amrit Prime Properties Private Limited,U70100MH2005PTC151779,70.0,3000000
341,1527,1527,Hibu India Private Limited,U72300KA2005PTC038031,,3000000
342,188,188,Ample Technologies Private Limited,U51506KA1999PTC025505,,3000000
343,2298,2298,Medi Assist Insurance Tpa Private Limited,,,2993748
344,2931,2931,Radisys India Private Limited,U72200KA2004PTC033252,,2992500
345,3569,3569,Swiss Re Global Business Solutions India Private Limited,,,2988003
