,SNo.,company,amount
75,76,Bss Microfinance Private Limited,"902,000.00"
76,77,The Printers (Mysore) Private Limited,"900,589.00"
77,78,Tranquil Realty Private Limited,"814,797.00"
78,79,Axiscades Aerospace & Technologies Private Limited,"800,000.00"
79,80,Quest Global Engineering Private Limited,"800,000.00"
80,81,Weir Minerals (India) Private Limited.,"798,860.00"
81,82,Kennametal Shared Services Private Limited,"750,000.00"
82,83,Altair Engineering India Private Limited,"750,000.00"
83,84,Sonus Networks India Private Limited,"723,368.00"
84,85,Ramkrishy Infrastructure Private Limited,"710,533.92"
85,86,Gina Engineering Company Private Limited,"692,942.00"
86,87,Music Broadcast Limited,"672,000.00"
87,88,Vardhman Pharma Distributors Private Limited,"658,000.00"
88,89,Akzo Nobel India Limited,"620,000.00"
89,90,L&T; Construction Equipment Limited,"618,000.00"
90,91,India Infoline Finance Limited,"600,000.00"
91,92,Housing Development Finance Corporation Limited,"600,000.00"
92,93,Base Educational Services Private Limited,"600,000.00"
93,94,Semikron Electronics Private Limited,"600,000.00"
94,95,Asm Technologies Limited,"576,000.00"
95,96,Sankhla Vinyl Private Limited,"575,989.00"
96,97,Aditi Technologies Private Limited,"522,000.00"
97,98,Manappuram Finance Limited,"520,000.00"
98,99,Evry India Private Limited,"500,000.02"
99,100,Intense Technologies Limited,"500,000.00"
100,101,Lgc Promochem India Private Limited,"500,000.00"
101,102,Hinduja Global Solutions Limited,"475,000.00"
102,103,Sua Explosives Andaccessories Private Limited,"398,000.00"
103,104,Flight Raja Travels Private Limited,"345,850.00"
104,105,Bobst India Private Limited,"300,000.00"
105,106,Big Bags International Private Limited,"300,000.00"
106,107,Jsw Praxair Oxygen Private Limited,"300,000.00"
107,108,Kewaunee Labway India Private Limited,"299,000.00"
108,109,Kumar Organic Products Limited,"283,000.00"
109,110,Vinyas Innovative Technologies Private Limited,"255,000.00"
110,111,Fossil India Private Limited,"237,702.00"
111,112,Talisma Corporation Private Limited,"229,600.00"
112,113,Bhageria Industries Limited,"200,000.00"
113,114,Molex (India) Private Limited,"187,369.00"
114,115,Lg Soft India Private Limited,"152,813.00"
115,116,Slk Software Services Private Limited,"150,000.00"
116,117,Natural Remedies Private Limited,"122,931.00"
117,118,Cognizant Global Services Private Limited,"119,000.00"
118,119,Amba Research (India) Private Limited,"100,000.01"
119,120,Mysore Paints And Varnish Limited,"100,000.00"
120,121,Cma Cgm Logistics Park (Dadri) Private Limited,"100,000.00"
121,122,Swiss Re Shared Services (India) Private Limited,"97,000.00"
122,123,Ucam Private Limited,"57,500.00"
123,124,Axa Technologies Shared Services Private Limited,"54,000.00"
124,125,Yamazaki Mazak India Private Limited,"50,000.00"
125,126,Control Techniques India Private Limited,"38,856.00"
126,127,Reliance Ventures Limited,"36,000.00"
127,128,Nabard Financial Services Limited,"20,000.00"
128,129,Lapp India Private Limited,"15,000.00"
129,130,3D Plm Software Solutions Limited,"10,000.00"
130,131,Autonomy Software Asia Private Limited,"10,000.00"
131,132,Kpmg Global Delivery Center Private Limited,21.40
132,133,Karnataka Plastoo Industries Private Limited,2.00
133,134,Broadcom Communications Technologies Private Limited,1.00
134,135,Indus Tmt Industries Limited,0.00
135,136,Misys Software Solutions (India) Private  Limited,0.00
136,137,Brillio Technologies Private Limited,0.00
137,138,San Engineering And Locomotive Company Limited.,0.00
138,139,Sonata Information Technology Limited,0.00
139,140,Chamundeswari Build-Tech Private Limited,0.00
140,141,Microchip Technology (India) Private Limited,0.00
141,142,Metricstream Infotech (India) Private Limited,0.00
142,143,Promac Engineering Industries Limited,0.00
143,144,Neogenetics Foods Private Limited,0.00
144,145,Sony India Software Centre Private Limited,0.00
145,146,Fnf India Private Limited,0.00
146,147,Medi Assist India Tpa Private Limited,0.00
